NP_ID,input_group,record_type,row_id,col_id,value,value_l,value_m,value_u,direction,source_file,source_locator,notes
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP03,ERPsys2,0.3790,,,,cost,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",ERP03 explicit cost criterion.
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP03,ERPsys3,0.5307,,,,cost,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",ERP03 explicit cost criterion.
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP03,ERPsys4,0.6065,,,,cost,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",ERP03 explicit cost criterion.
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP04,ERPsys1,0.4241,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",ERP04 direction not explicitly declared; see method notes.
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP04,ERPsys2,0.4241,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",ERP04 direction not explicitly declared; see method notes.
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP04,ERPsys3,0.6786,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",ERP04 direction not explicitly declared; see method notes.
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP04,ERPsys4,0.4241,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",ERP04 direction not explicitly declared; see method notes.
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP05,ERPsys1,0.5111,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP05,ERPsys2,0.3833,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP05,ERPsys3,0.5111,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP05,ERPsys4,0.5750,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP06,ERPsys1,0.5147,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP06,ERPsys2,0.4411,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP06,ERPsys3,0.5882,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP06,ERPsys4,0.4411,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP07,ERPsys1,0.4842,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP07,ERPsys2,0.4842,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP07,ERPsys3,0.4842,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP07,ERPsys4,0.5447,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP08,ERPsys1,0.5482,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP08,ERPsys2,0.5482,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP08,ERPsys3,0.4796,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP08,ERPsys4,0.4111,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP09,ERPsys1,0.3790,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP09,ERPsys2,0.4549,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP09,ERPsys3,0.6065,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP09,ERPsys4,0.5307,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP10,ERPsys1,0.5267,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP10,ERPsys2,0.5267,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP10,ERPsys3,0.4096,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP10,ERPsys4,0.5267,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP11,ERPsys1,0.5132,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP11,ERPsys2,0.4491,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP11,ERPsys3,0.5774,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP11,ERPsys4,0.4491,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP12,ERPsys1,0.5132,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP12,ERPsys2,0.5774,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP12,ERPsys3,0.4491,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP12,ERPsys4,0.4491,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP13,ERPsys1,0.5774,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP13,ERPsys2,0.5132,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP13,ERPsys3,0.4491,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP13,ERPsys4,0.4491,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP14,ERPsys1,0.5603,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP14,ERPsys2,0.4981,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP14,ERPsys3,0.4981,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP14,ERPsys4,0.4358,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP15,ERPsys1,0.4824,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP15,ERPsys2,0.5427,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP15,ERPsys3,0.5427,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
NP03,TOPSIS_PUBLISHED_NORMALIZED_MATRIX,scalar,ERP15,ERPsys4,0.4221,,,,benefit,NP03_Thanh_2022,"PDF p.9 (article p.9 of 12), Table 3",
