input_group,alternative,criterion,manager,value,value_low,value_high,direction,source_file,locator,note
manager_rating,SFT-3,CMI,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K23,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,QSS,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L23,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,MSC,Mang-3,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M23,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,CS,Mang-3,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N23,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,RS,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,IC,Mang-3,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,SFR,Mang-3,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,EU,Mang-3,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,EIS,Mang-3,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,SR,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,PC,Mang-3,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,F,Mang-3,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,CMI,Mang-3,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,QSS,Mang-3,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,MSC,Mang-3,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,CS,Mang-3,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N24,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,RS,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,IC,Mang-3,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,SFR,Mang-3,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,EU,Mang-3,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,EIS,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,SR,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,PC,Mang-3,2,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,F,Mang-3,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,CMI,Mang-3,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,QSS,Mang-3,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,MSC,Mang-3,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,CS,Mang-3,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N25,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,RS,Mang-3,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,IC,Mang-3,8,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,SFR,Mang-3,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,EU,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,EIS,Mang-3,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,SR,Mang-3,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,PC,Mang-3,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,F,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,CMI,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,QSS,Mang-3,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,MSC,Mang-3,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,CS,Mang-3,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N26,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,RS,Mang-4,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,IC,Mang-4,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,SFR,Mang-4,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,EU,Mang-4,2,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,EIS,Mang-4,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,SR,Mang-4,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,PC,Mang-4,9,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,F,Mang-4,9,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,CMI,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,QSS,Mang-4,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,MSC,Mang-4,8,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,CS,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N30,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,RS,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,IC,Mang-4,2,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,SFR,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,EU,Mang-4,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,EIS,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,SR,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,PC,Mang-4,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,F,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,CMI,Mang-4,2,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,QSS,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,MSC,Mang-4,7,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,CS,Mang-4,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N31,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,RS,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,IC,Mang-4,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,SFR,Mang-4,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,EU,Mang-4,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,EIS,Mang-4,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,SR,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,PC,Mang-4,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,F,Mang-4,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,CMI,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,QSS,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,MSC,Mang-4,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,CS,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N32,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,RS,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,IC,Mang-4,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,SFR,Mang-4,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,EU,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,EIS,Mang-4,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,SR,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,PC,Mang-4,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,F,Mang-4,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,CMI,Mang-4,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,QSS,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,MSC,Mang-4,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,CS,Mang-4,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N33,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,RS,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,IC,Mang-4,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,SFR,Mang-4,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,EU,Mang-4,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,EIS,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,SR,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,PC,Mang-4,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,F,Mang-4,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,CMI,Mang-4,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,QSS,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,MSC,Mang-4,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,CS,Mang-4,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N34,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,RS,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,IC,Mang-4,7,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,SFR,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,EU,Mang-4,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,EIS,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,SR,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,PC,Mang-4,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,F,Mang-4,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,CMI,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,QSS,Mang-4,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,MSC,Mang-4,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,CS,Mang-4,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N35,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,RS,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,IC,Mang-5,8,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,SFR,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,EU,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,EIS,Mang-5,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,SR,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,PC,Mang-5,8,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,F,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,CMI,Mang-5,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,QSS,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,MSC,Mang-5,8,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-1,CS,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N39,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,RS,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,IC,Mang-5,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,SFR,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,EU,Mang-5,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,EIS,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,SR,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,PC,Mang-5,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,F,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,CMI,Mang-5,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,QSS,Mang-5,9,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,MSC,Mang-5,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-2,CS,Mang-5,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N40,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,RS,Mang-5,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,IC,Mang-5,3,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,SFR,Mang-5,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,EU,Mang-5,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,EIS,Mang-5,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,SR,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,PC,Mang-5,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,F,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,CMI,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,QSS,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,MSC,Mang-5,7,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-3,CS,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N41,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,RS,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,IC,Mang-5,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,SFR,Mang-5,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,EU,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,EIS,Mang-5,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,SR,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,PC,Mang-5,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,F,Mang-5,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,CMI,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,QSS,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,MSC,Mang-5,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-4,CS,Mang-5,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N42,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,RS,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,IC,Mang-5,6,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,SFR,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,EU,Mang-5,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,EIS,Mang-5,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,SR,Mang-5,5,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,PC,Mang-5,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!I43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,F,Mang-5,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!J43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,CMI,Mang-5,7,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!K43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,QSS,Mang-5,8,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!L43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,MSC,Mang-5,5,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!M43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-5,CS,Mang-5,6,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!N43,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,RS,Mang-5,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!C44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,IC,Mang-5,4,,,cost,NP04_Cao_2024_Supplement_Raw_Data,Managers!D44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,SFR,Mang-5,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!E44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,EU,Mang-5,3,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!F44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,EIS,Mang-5,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!G44,1–9 alternative performance rating; public raw supplement
manager_rating,SFT-6,SR,Mang-5,4,,,benefit,NP04_Cao_2024_Supplement_Raw_Data,Managers!H44,1–9 alternative performance rating; public raw supplement
