NP_ID,configuration_or_branch,deleted_criterion,operation_type,status,baseline_winner_retained,exact_winner_set,baseline_top2_both_retained,baseline_top2_overlap_share,MARD,Kendall_tau_b,complete_weak_order,terminal_score_vector,baseline_recommendation_set_retained,baseline_A2_in_recommendation_set,exact_native_recommendation_set,top_Q_leader_set_SECONDARY,C1_acceptable_advantage,C2_acceptable_stability,native_solver_status,native_solver_objective,method_note
NP04,NP04_PRIMARY,MSC,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,YES,SFT-4,YES,1,0,1,SFT-4 > SFT-5 > SFT-6 > SFT-2 > SFT-3 > SFT-1,SFT-1:Y_crisp=0.842750584815182;SFT-2:Y_crisp=0.886569988666133;SFT-3:Y_crisp=0.87154846161014;SFT-4:Y_crisp=0.926722384801048;SFT-5:Y_crisp=0.903580940543043;SFT-6:Y_crisp=0.891776870205987,,,,,,,,,prespecified primary rough-normalized criterion omitted; remaining rough weights unchanged; native WISP utilities recomputed
NP05,p-HFC_CE-I_Hamming,C1,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=68.736744795355;A2:U_percent=100;A3:U_percent=73.4891755135317,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Hamming,C2,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=65.9672189314815;A2:U_percent=100;A3:U_percent=68.8160457011449,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Hamming,C3,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=67.074606935222;A2:U_percent=100;A3:U_percent=70.7065249661723,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Hamming,C4,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=84.4203700142896;A2:U_percent=100;A3:U_percent=84.9811208631415,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Hamming,C5,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,YES,1,0,1,A2 > A1 > A3,A1:U_percent=67.979893456356;A2:U_percent=100;A3:U_percent=62.4172563825248,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Euclidean,C1,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=71.4789882800868;A2:U_percent=100;A3:U_percent=76.0858672653715,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Euclidean,C2,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=68.5989082717905;A2:U_percent=100;A3:U_percent=71.2551801602955,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Euclidean,C3,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=69.2068508725698;A2:U_percent=100;A3:U_percent=72.910471579028,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Euclidean,C4,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=84.5017427676179;A2:U_percent=100;A3:U_percent=85.0735531510266,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Euclidean,C5,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,YES,1,0,1,A2 > A1 > A3,A1:U_percent=70.5442852093405;A2:U_percent=100;A3:U_percent=64.603026389188,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Hausdorff,C1,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=72.4575260455023;A2:U_percent=100;A3:U_percent=77.1184116911861,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Hausdorff,C2,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=69.5061995914456;A2:U_percent=100;A3:U_percent=72.1978980732695,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Hausdorff,C3,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=69.9316163705143;A2:U_percent=100;A3:U_percent=73.761840787803,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Hausdorff,C4,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=84.6069478391016;A2:U_percent=100;A3:U_percent=85.3055870280972,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-I_Hausdorff,C5,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,YES,1,0,1,A2 > A1 > A3,A1:U_percent=71.4038360425281;A2:U_percent=100;A3:U_percent=65.4283890178081,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Hamming,C1,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=68.4710332678725;A2:U_percent=100;A3:U_percent=73.2319265357531,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Hamming,C2,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=65.709241294077;A2:U_percent=100;A3:U_percent=68.5737913590708,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Hamming,C3,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=66.8037184059316;A2:U_percent=100;A3:U_percent=70.4453208808175,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Hamming,C4,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=84.4270605589287;A2:U_percent=100;A3:U_percent=84.9801741318606,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Hamming,C5,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,YES,1,0,1,A2 > A1 > A3,A1:U_percent=67.7074856237168;A2:U_percent=100;A3:U_percent=62.1800951375366,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Euclidean,C1,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=71.2269588992102;A2:U_percent=100;A3:U_percent=75.842791057219,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Euclidean,C2,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=68.350370917566;A2:U_percent=100;A3:U_percent=71.0229584394059,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Euclidean,C3,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=68.9629279703721;A2:U_percent=100;A3:U_percent=72.6718479965435,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Euclidean,C4,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=84.5090003385466;A2:U_percent=100;A3:U_percent=85.0763037608254,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Euclidean,C5,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,YES,1,0,1,A2 > A1 > A3,A1:U_percent=70.2782180479078;A2:U_percent=100;A3:U_percent=64.3728546992168,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Hausdorff,C1,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=72.2247707880328;A2:U_percent=100;A3:U_percent=76.9025348733185,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Hausdorff,C2,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=69.2736995949335;A2:U_percent=100;A3:U_percent=71.9887876105751,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Hausdorff,C3,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=69.7146688146875;A2:U_percent=100;A3:U_percent=73.5537909152944,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Hausdorff,C4,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,NO,0.5,0.666666666666667,0.333333333333333,A2 > A3 > A1,A1:U_percent=84.6167537137052;A2:U_percent=100;A3:U_percent=85.3210893884762,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP05,p-HFC_CE-II_Hausdorff,C5,NATIVE_REWEIGHTING_AFTER_DELETION,EXECUTED,YES,A2,YES,1,0,1,A2 > A1 > A3,A1:U_percent=71.1528151593524;A2:U_percent=100;A3:U_percent=65.2187727060166,,,,,,,,,entropy-distance normalization recomputed over retained criteria; q=2/beta=3 fixed; COPRAS rerun with C6 retained
NP07,KILIC_2015_PROMETHEE_II,Brand image,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,YES,E,NO,0.5,0.4,0.8,E > D > A > C > B,A:net_flow=-0.0317239635995956;B:net_flow=-0.126151556004943;C:net_flow=-0.0389282103134479;D:net_flow=0.0682226716099315;E:net_flow=0.128581058308055,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP07,KILIC_2015_PROMETHEE_II,Market position,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,YES,E,NO,0.5,0.8,0.6,E > D > A > B > C,A:net_flow=-0.00360840916222149;B:net_flow=-0.0283835372868947;C:net_flow=-0.0419804413764251;D:net_flow=0.00889028344315448;E:net_flow=0.0650821043823868,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP07,KILIC_2015_PROMETHEE_II,References,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,YES,E,NO,0.5,0.4,0.8,E > D > A > C > B,A:net_flow=0.00451291627762218;B:net_flow=-0.0499144102085279;C:net_flow=-0.0406292146488225;D:net_flow=0.00578379499948128;E:net_flow=0.0802469135802469,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP07,KILIC_2015_PROMETHEE_II,Vision,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,YES,E,YES,1,0,1,E > A > D > C > B,A:net_flow=0.0346329113924051;B:net_flow=-0.0504810126582278;C:net_flow=-0.033506329113924;D:net_flow=0.00143037974683544;E:net_flow=0.0479240506329113,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP07,KILIC_2015_PROMETHEE_II,Implementation cost,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,NO,A,YES,1,1.2,0.4,A > E > C > B > D,A:net_flow=0.0680225555677214;B:net_flow=-0.0240063505967371;C:net_flow=-0.0142067228730976;D:net_flow=-0.044317310850761;E:net_flow=0.0145078287528742,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP07,KILIC_2015_PROMETHEE_II,Purchasing cost,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,NO,A,NO,0.5,2,0,A > C > B > E > D,A:net_flow=0.123233102030326;B:net_flow=0.0152274479568234;C:net_flow=0.0267283474685171;D:net_flow=-0.11711320997173;E:net_flow=-0.0480756874839373,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP07,KILIC_2015_PROMETHEE_II,Service & support cost,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,NO,A,NO,0.5,2,0,A > C > B > E > D,A:net_flow=0.152340182648402;B:net_flow=0.003310502283105;C:net_flow=0.013527397260274;D:net_flow=-0.11525399543379;E:net_flow=-0.0539240867579909,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP07,KILIC_2015_PROMETHEE_II,Compatibility,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,YES,E,NO,0.5,0.8,0.6,E > D > A > B > C,A:net_flow=0.0308882457702582;B:net_flow=-0.06266696349065;C:net_flow=-0.123386019590383;D:net_flow=0.0476819902048086;E:net_flow=0.107482747105966,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP07,KILIC_2015_PROMETHEE_II,Cross-module integration,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,YES,E,NO,0.5,0.4,0.8,E > D > A > C > B,A:net_flow=-0.0189098396185522;B:net_flow=-0.068162115301257;C:net_flow=-0.0584633723450368;D:net_flow=0.0227432813177287;E:net_flow=0.122792045947118,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP07,KILIC_2015_PROMETHEE_II,Functionality,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,NO,A,NO,0.5,1.6,0.2,A > D > C > B > E,A:net_flow=0.0729303744467042;B:net_flow=-0.0276199306137098;C:net_flow=-0.0169129082426127;D:net_flow=0.0150137576265104;E:net_flow=-0.043411293216892,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP07,KILIC_2015_PROMETHEE_II,Reliability,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,YES,E,YES,1,0,1,E > A > D > C > B,A:net_flow=0.0356923706279403;B:net_flow=-0.050265903047658;C:net_flow=-0.0411127019840458;D:net_flow=0.000370730210677017;E:net_flow=0.0553155041930865,,,,,,,,,deleted printed ANP weight removed; retained printed weights renormalized; PROMETHEE II p=2 recomputed
NP12,VIKOR_Q050,K1,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.829626471439056;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K2,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.72350669566632;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K3,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.795762716232281;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K4,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.811136360728437;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K5,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.820139091906226;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K6,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.827102801869298;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K7,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.817348042936493;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K8,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.81680198019585;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K9,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.809553508325155;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K10,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.806943609798803;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K11,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.81262419481057;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K12,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.819503274060706;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K13,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.81262419481057;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K14,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.819323187803049;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K15,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.789088304471987;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K16,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.813321555630601;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K17,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.789088304471987;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
NP12,VIKOR_Q050,K18,TERMINAL_POSTWEIGHT_DELETION,EXECUTED,,,,,0,1,A2 > A1 > A3,A1:Q=0.861190427383194;A2:Q=0;A3:Q=1,YES,YES,A2,A2,YES,YES,,,q/v fixed at 0.5; weights renormalized after deletion; source-native VIKOR recommendation conditions applied; top-Q leader secondary
