NP_ID,configuration_or_branch,delta,distribution_type,label,count,frequency,note
NP05,p-HFC_CE-II_Euclidean,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,A3,0,0.000000000000,
NP05,p-HFC_CE-II_Hausdorff,0.40,EXACT_WINNER_SET,A2,10000,1.000000000000,
NP05,p-HFC_CE-II_Hausdorff,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,A1,0,0.000000000000,
NP05,p-HFC_CE-II_Hausdorff,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,A2,10000,1.000000000000,
NP05,p-HFC_CE-II_Hausdorff,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,A3,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.05,EXACT_WINNER_SET,A,2972,0.297200000000,
NP07,KILIC_2015_PROMETHEE_II,0.05,EXACT_WINNER_SET,E,7028,0.702800000000,
NP07,KILIC_2015_PROMETHEE_II,0.05,MARGINAL_TOP_RANK_MEMBERSHIP,A,2972,0.297200000000,
NP07,KILIC_2015_PROMETHEE_II,0.05,MARGINAL_TOP_RANK_MEMBERSHIP,B,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.05,MARGINAL_TOP_RANK_MEMBERSHIP,C,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.05,MARGINAL_TOP_RANK_MEMBERSHIP,D,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.05,MARGINAL_TOP_RANK_MEMBERSHIP,E,7028,0.702800000000,
NP07,KILIC_2015_PROMETHEE_II,0.10,EXACT_WINNER_SET,A,3875,0.387500000000,
NP07,KILIC_2015_PROMETHEE_II,0.10,EXACT_WINNER_SET,E,6125,0.612500000000,
NP07,KILIC_2015_PROMETHEE_II,0.10,MARGINAL_TOP_RANK_MEMBERSHIP,A,3875,0.387500000000,
NP07,KILIC_2015_PROMETHEE_II,0.10,MARGINAL_TOP_RANK_MEMBERSHIP,B,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.10,MARGINAL_TOP_RANK_MEMBERSHIP,C,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.10,MARGINAL_TOP_RANK_MEMBERSHIP,D,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.10,MARGINAL_TOP_RANK_MEMBERSHIP,E,6125,0.612500000000,
NP07,KILIC_2015_PROMETHEE_II,0.20,EXACT_WINNER_SET,A,4535,0.453500000000,
NP07,KILIC_2015_PROMETHEE_II,0.20,EXACT_WINNER_SET,E,5465,0.546500000000,
NP07,KILIC_2015_PROMETHEE_II,0.20,MARGINAL_TOP_RANK_MEMBERSHIP,A,4535,0.453500000000,
NP07,KILIC_2015_PROMETHEE_II,0.20,MARGINAL_TOP_RANK_MEMBERSHIP,B,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.20,MARGINAL_TOP_RANK_MEMBERSHIP,C,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.20,MARGINAL_TOP_RANK_MEMBERSHIP,D,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.20,MARGINAL_TOP_RANK_MEMBERSHIP,E,5465,0.546500000000,
NP07,KILIC_2015_PROMETHEE_II,0.30,EXACT_WINNER_SET,A,4619,0.461900000000,
NP07,KILIC_2015_PROMETHEE_II,0.30,EXACT_WINNER_SET,E,5381,0.538100000000,
NP07,KILIC_2015_PROMETHEE_II,0.30,MARGINAL_TOP_RANK_MEMBERSHIP,A,4619,0.461900000000,
NP07,KILIC_2015_PROMETHEE_II,0.30,MARGINAL_TOP_RANK_MEMBERSHIP,B,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.30,MARGINAL_TOP_RANK_MEMBERSHIP,C,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.30,MARGINAL_TOP_RANK_MEMBERSHIP,D,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.30,MARGINAL_TOP_RANK_MEMBERSHIP,E,5381,0.538100000000,
NP07,KILIC_2015_PROMETHEE_II,0.40,EXACT_WINNER_SET,A,4701,0.470100000000,
NP07,KILIC_2015_PROMETHEE_II,0.40,EXACT_WINNER_SET,D,4,0.000400000000,
NP07,KILIC_2015_PROMETHEE_II,0.40,EXACT_WINNER_SET,E,5295,0.529500000000,
NP07,KILIC_2015_PROMETHEE_II,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,A,4701,0.470100000000,
NP07,KILIC_2015_PROMETHEE_II,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,B,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,C,0,0.000000000000,
NP07,KILIC_2015_PROMETHEE_II,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,D,4,0.000400000000,
NP07,KILIC_2015_PROMETHEE_II,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,E,5295,0.529500000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.05,EXACT_WINNER_SET,S4,10000,1.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.05,MARGINAL_TOP_RANK_MEMBERSHIP,S1,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.05,MARGINAL_TOP_RANK_MEMBERSHIP,S2,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.05,MARGINAL_TOP_RANK_MEMBERSHIP,S3,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.05,MARGINAL_TOP_RANK_MEMBERSHIP,S4,10000,1.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.10,EXACT_WINNER_SET,S4,10000,1.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.10,MARGINAL_TOP_RANK_MEMBERSHIP,S1,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.10,MARGINAL_TOP_RANK_MEMBERSHIP,S2,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.10,MARGINAL_TOP_RANK_MEMBERSHIP,S3,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.10,MARGINAL_TOP_RANK_MEMBERSHIP,S4,10000,1.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.20,EXACT_WINNER_SET,S4,10000,1.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.20,MARGINAL_TOP_RANK_MEMBERSHIP,S1,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.20,MARGINAL_TOP_RANK_MEMBERSHIP,S2,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.20,MARGINAL_TOP_RANK_MEMBERSHIP,S3,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.20,MARGINAL_TOP_RANK_MEMBERSHIP,S4,10000,1.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.30,EXACT_WINNER_SET,S4,10000,1.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.30,MARGINAL_TOP_RANK_MEMBERSHIP,S1,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.30,MARGINAL_TOP_RANK_MEMBERSHIP,S2,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.30,MARGINAL_TOP_RANK_MEMBERSHIP,S3,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.30,MARGINAL_TOP_RANK_MEMBERSHIP,S4,10000,1.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.40,EXACT_WINNER_SET,S4,10000,1.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,S1,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,S2,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,S3,0,0.000000000000,
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.40,MARGINAL_TOP_RANK_MEMBERSHIP,S4,10000,1.000000000000,
NP12,VIKOR_Q050,0.05,EXACT_NATIVE_RECOMMENDATION_SET,A2,10000,1.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.05,MARGINAL_RECOMMENDATION_MEMBERSHIP,A1,0,0.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.05,MARGINAL_RECOMMENDATION_MEMBERSHIP,A2,10000,1.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.05,MARGINAL_RECOMMENDATION_MEMBERSHIP,A3,0,0.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.05,TOP_Q_LEADER_SET_SECONDARY,A2,10000,1.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.05,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A1,0,0.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.05,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A2,10000,1.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.05,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A3,0,0.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.10,EXACT_NATIVE_RECOMMENDATION_SET,A2,10000,1.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.10,MARGINAL_RECOMMENDATION_MEMBERSHIP,A1,0,0.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.10,MARGINAL_RECOMMENDATION_MEMBERSHIP,A2,10000,1.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.10,MARGINAL_RECOMMENDATION_MEMBERSHIP,A3,0,0.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.10,TOP_Q_LEADER_SET_SECONDARY,A2,10000,1.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.10,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A1,0,0.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.10,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A2,10000,1.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.10,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A3,0,0.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.20,EXACT_NATIVE_RECOMMENDATION_SET,A2,10000,1.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.20,MARGINAL_RECOMMENDATION_MEMBERSHIP,A1,0,0.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.20,MARGINAL_RECOMMENDATION_MEMBERSHIP,A2,10000,1.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.20,MARGINAL_RECOMMENDATION_MEMBERSHIP,A3,0,0.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.20,TOP_Q_LEADER_SET_SECONDARY,A2,10000,1.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.20,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A1,0,0.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.20,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A2,10000,1.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.20,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A3,0,0.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.30,EXACT_NATIVE_RECOMMENDATION_SET,A1|A2,54,0.005400000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.30,EXACT_NATIVE_RECOMMENDATION_SET,A2,9946,0.994600000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.30,MARGINAL_RECOMMENDATION_MEMBERSHIP,A1,54,0.005400000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.30,MARGINAL_RECOMMENDATION_MEMBERSHIP,A2,10000,1.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.30,MARGINAL_RECOMMENDATION_MEMBERSHIP,A3,0,0.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.30,TOP_Q_LEADER_SET_SECONDARY,A2,10000,1.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.30,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A1,0,0.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.30,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A2,10000,1.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.30,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A3,0,0.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.40,EXACT_NATIVE_RECOMMENDATION_SET,A1|A2,197,0.019700000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.40,EXACT_NATIVE_RECOMMENDATION_SET,A2,9803,0.980300000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.40,MARGINAL_RECOMMENDATION_MEMBERSHIP,A1,197,0.019700000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.40,MARGINAL_RECOMMENDATION_MEMBERSHIP,A2,10000,1.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.40,MARGINAL_RECOMMENDATION_MEMBERSHIP,A3,0,0.000000000000,PRIMARY native VIKOR compromise recommendation set
NP12,VIKOR_Q050,0.40,TOP_Q_LEADER_SET_SECONDARY,A2,10000,1.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.40,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A1,0,0.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.40,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A2,10000,1.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
NP12,VIKOR_Q050,0.40,MARGINAL_TOP_Q_LEADER_MEMBERSHIP_SECONDARY,A3,0,0.000000000000,SECONDARY diagnostic only; not equivalent to native VIKOR recommendation set
